Khách hàng,Sản phẩm,Ngày mua,Giá trị,Xu hướng mua sắm,Số lượng,Độ tin cậy của khách hàng,Khu vực,Thời gian mua sắm,Phương pháp thanh toán,Chiến dịch quảng cáo
KH2651,SP005,5/1/2022,301,Tăng,223,Thấp,Khu vực B,Buổi sáng,Cao,CD21
KH2652,SP001,23/1/2022,239,Tăng,90,Trung bình,Khu vực A,Buổi chiều,Thấp,CD24
KH2653,SP005,13/1/2022,381,Tăng,216,Thấp,Khu vực B,Buổi tối,Thấp,CD31
KH2654,SP005,1/1/2022,442,Tăng,219,Trung bình,Khu vực B,Buổi sáng,Thấp,CD1
KH2655,SP004,17/1/2022,52,Giảm,282,Trung bình,Khu vực B,Buổi sáng,Thấp,CD14
KH2656,SP004,8/1/2022,417,Tăng,291,Cao,Khu vực C,Buổi sáng,Cao,CD7
KH2657,SP002,11/1/2022,201,Tăng,235,Cao,Khu vực B,Buổi sáng,Cao,CD4
KH2658,SP001,5/1/2022,216,Tăng,186,Thấp,Khu vực C,Buổi tối,Thấp,CD34
KH2659,SP003,21/1/2022,77,Giảm,188,Thấp,Khu vực C,Buổi chiều,Thấp,CD36
KH2660,SP002,15/1/2022,287,Tăng,162,Trung bình,Khu vực A,Buổi chiều,Thấp,CD8
KH2661,SP002,6/1/2022,370,Tăng,159,Thấp,Khu vực B,Buổi chiều,Cao,CD34
KH2662,SP003,23/1/2022,462,Tăng,44,Trung bình,Khu vực B,Buổi chiều,Cao,CD34
KH2663,SP002,1/1/2022,168,Giảm,43,Thấp,Khu vực A,Buổi chiều,Cao,CD33
KH2664,SP001,31/1/2022,357,Tăng,289,Trung bình,Khu vực B,Buổi sáng,Cao,CD25
KH2665,SP005,11/1/2022,71,Giảm,297,Cao,Khu vực B,Buổi tối,Thấp,CD11
KH2666,SP001,29/1/2022,208,Tăng,47,Cao,Khu vực B,Buổi tối,Thấp,CD13
KH2667,SP003,15/1/2022,51,Giảm,154,Cao,Khu vực A,Buổi chiều,Cao,CD27
KH2668,SP004,28/1/2022,148,Giảm,52,Thấp,Khu vực C,Buổi sáng,Cao,CD21
KH2669,SP004,5/1/2022,226,Tăng,281,Trung bình,Khu vực B,Buổi sáng,Cao,CD49
KH2670,SP005,28/1/2022,439,Tăng,201,Trung bình,Khu vực C,Buổi chiều,Thấp,CD22
KH2671,SP003,21/1/2022,336,Tăng,269,Thấp,Khu vực B,Buổi sáng,Thấp,CD48
KH2672,SP003,21/1/2022,191,Giảm,288,Thấp,Khu vực B,Buổi tối,Cao,CD26
KH2673,SP005,16/1/2022,361,Tăng,153,Cao,Khu vực C,Buổi tối,Cao,CD21
KH2674,SP002,17/1/2022,192,Giảm,216,Thấp,Khu vực B,Buổi sáng,Cao,CD38
KH2675,SP004,5/1/2022,203,Tăng,231,Thấp,Khu vực B,Buổi sáng,Cao,CD42
KH2676,SP001,17/1/2022,53,Giảm,264,Cao,Khu vực A,Buổi sáng,Thấp,CD26
KH2677,SP002,7/1/2022,231,Tăng,67,Cao,Khu vực A,Buổi chiều,Cao,CD7
KH2678,SP003,1/1/2022,237,Tăng,60,Thấp,Khu vực A,Buổi sáng,Thấp,CD23
KH2679,SP001,28/1/2022,344,Tăng,145,Thấp,Khu vực A,Buổi chiều,Cao,CD18
KH2680,SP001,13/1/2022,175,Giảm,185,Trung bình,Khu vực C,Buổi sáng,Cao,CD29
KH2681,SP002,29/1/2022,339,Tăng,201,Cao,Khu vực A,Buổi tối,Thấp,CD1
KH2682,SP002,5/1/2022,229,Tăng,150,Trung bình,Khu vực A,Buổi tối,Cao,CD28
KH2683,SP002,13/1/2022,429,Tăng,237,Cao,Khu vực C,Buổi chiều,Thấp,CD13
KH2684,SP005,5/1/2022,176,Giảm,124,Thấp,Khu vực C,Buổi tối,Thấp,CD11
KH2685,SP005,21/1/2022,440,Tăng,240,Trung bình,Khu vực B,Buổi sáng,Cao,CD44
KH2686,SP004,24/1/2022,478,Tăng,60,Trung bình,Khu vực C,Buổi tối,Thấp,CD14
KH2687,SP004,11/1/2022,225,Tăng,289,Cao,Khu vực A,Buổi chiều,Cao,CD9
KH2688,SP001,19/1/2022,376,Tăng,35,Thấp,Khu vực B,Buổi tối,Cao,CD42
KH2689,SP002,17/1/2022,284,Tăng,136,Trung bình,Khu vực C,Buổi tối,Cao,CD33
KH2690,SP003,27/1/2022,343,Tăng,183,Thấp,Khu vực C,Buổi chiều,Thấp,CD40
KH2691,SP005,28/1/2022,413,Tăng,205,Cao,Khu vực A,Buổi tối,Cao,CD28
KH2692,SP002,26/1/2022,75,Giảm,97,Thấp,Khu vực C,Buổi tối,Thấp,CD2
KH2693,SP005,15/1/2022,240,Tăng,280,Thấp,Khu vực C,Buổi chiều,Cao,CD8
KH2694,SP002,18/1/2022,217,Tăng,155,Thấp,Khu vực A,Buổi chiều,Cao,CD16
KH2695,SP003,29/1/2022,377,Tăng,86,Cao,Khu vực B,Buổi tối,Cao,CD45
KH2696,SP003,31/1/2022,122,Giảm,253,Cao,Khu vực B,Buổi sáng,Cao,CD35
KH2697,SP005,26/1/2022,190,Giảm,76,Thấp,Khu vực B,Buổi chiều,Thấp,CD24
KH2698,SP001,26/1/2022,130,Giảm,253,Cao,Khu vực C,Buổi tối,Cao,CD40
KH2699,SP004,31/1/2022,362,Tăng,35,Trung bình,Khu vực C,Buổi chiều,Cao,CD37
KH2700,SP001,27/1/2022,109,Giảm,97,Thấp,Khu vực B,Buổi tối,Cao,CD4
KH2701,SP003,21/1/2022,133,Giảm,36,Cao,Khu vực A,Buổi tối,Cao,CD41
KH2702,SP001,3/1/2022,130,Giảm,274,Trung bình,Khu vực C,Buổi chiều,Cao,CD47
KH2703,SP004,14/1/2022,188,Giảm,167,Thấp,Khu vực B,Buổi chiều,Cao,CD6
KH2704,SP003,28/1/2022,145,Giảm,61,Trung bình,Khu vực A,Buổi chiều,Thấp,CD37
KH2705,SP004,29/1/2022,410,Tăng,245,Trung bình,Khu vực A,Buổi chiều,Cao,CD30
KH2706,SP002,31/1/2022,382,Tăng,78,Trung bình,Khu vực C,Buổi tối,Cao,CD17
KH2707,SP005,31/1/2022,345,Tăng,238,Cao,Khu vực C,Buổi chiều,Cao,CD10
KH2708,SP001,21/1/2022,197,Giảm,135,Trung bình,Khu vực C,Buổi sáng,Cao,CD2
KH2709,SP003,11/1/2022,315,Tăng,252,Trung bình,Khu vực B,Buổi sáng,Cao,CD34
KH2710,SP001,8/1/2022,346,Tăng,298,Thấp,Khu vực A,Buổi sáng,Thấp,CD7
KH2711,SP003,26/1/2022,187,Giảm,237,Trung bình,Khu vực C,Buổi chiều,Cao,CD14
KH2712,SP005,29/1/2022,188,Giảm,286,Thấp,Khu vực C,Buổi tối,Cao,CD25
KH2713,SP001,11/1/2022,281,Tăng,62,Thấp,Khu vực B,Buổi tối,Thấp,CD4
KH2714,SP003,6/1/2022,62,Giảm,115,Thấp,Khu vực B,Buổi sáng,Thấp,CD7
KH2715,SP005,29/1/2022,489,Tăng,184,Thấp,Khu vực C,Buổi tối,Thấp,CD22
KH2716,SP005,25/1/2022,271,Tăng,37,Thấp,Khu vực B,Buổi sáng,Thấp,CD44
KH2717,SP002,28/1/2022,255,Tăng,115,Cao,Khu vực A,Buổi chiều,Cao,CD29
KH2718,SP001,5/1/2022,110,Giảm,71,Thấp,Khu vực C,Buổi tối,Thấp,CD48
KH2719,SP003,8/1/2022,163,Giảm,171,Cao,Khu vực C,Buổi chiều,Thấp,CD20
KH2720,SP001,9/1/2022,89,Giảm,106,Trung bình,Khu vực B,Buổi sáng,Thấp,CD48
KH2721,SP005,16/1/2022,312,Tăng,197,Thấp,Khu vực A,Buổi tối,Thấp,CD34
KH2722,SP001,3/1/2022,328,Tăng,108,Cao,Khu vực C,Buổi sáng,Cao,CD11
KH2723,SP001,9/1/2022,375,Tăng,247,Cao,Khu vực A,Buổi sáng,Thấp,CD30
KH2724,SP002,31/1/2022,243,Tăng,106,Cao,Khu vực B,Buổi chiều,Thấp,CD27
KH2725,SP004,1/1/2022,288,Tăng,143,Trung bình,Khu vực B,Buổi sáng,Thấp,CD12
KH2726,SP005,21/1/2022,435,Tăng,100,Cao,Khu vực A,Buổi sáng,Thấp,CD20
KH2727,SP001,19/1/2022,334,Tăng,251,Trung bình,Khu vực A,Buổi sáng,Thấp,CD42
KH2728,SP003,6/1/2022,310,Tăng,173,Trung bình,Khu vực B,Buổi tối,Cao,CD27
KH2729,SP002,21/1/2022,306,Tăng,49,Cao,Khu vực A,Buổi sáng,Cao,CD37
KH2730,SP005,15/1/2022,370,Tăng,232,Cao,Khu vực B,Buổi sáng,Thấp,CD48
KH2731,SP005,11/1/2022,183,Giảm,281,Thấp,Khu vực B,Buổi sáng,Cao,CD1
KH2732,SP003,1/1/2022,321,Tăng,169,Trung bình,Khu vực B,Buổi tối,Cao,CD30
KH2733,SP003,28/1/2022,432,Tăng,185,Cao,Khu vực B,Buổi sáng,Cao,CD24
KH2734,SP004,16/1/2022,319,Tăng,238,Thấp,Khu vực A,Buổi chiều,Cao,CD16
KH2735,SP002,1/1/2022,135,Giảm,221,Trung bình,Khu vực A,Buổi tối,Thấp,CD26
KH2736,SP002,21/1/2022,80,Giảm,166,Thấp,Khu vực C,Buổi sáng,Thấp,CD22
KH2737,SP005,11/1/2022,286,Tăng,166,Trung bình,Khu vực C,Buổi tối,Cao,CD9
KH2738,SP004,31/1/2022,351,Tăng,212,Thấp,Khu vực A,Buổi chiều,Thấp,CD29
KH2739,SP004,9/1/2022,88,Giảm,171,Thấp,Khu vực A,Buổi sáng,Thấp,CD44
KH2740,SP002,1/1/2022,368,Tăng,80,Trung bình,Khu vực A,Buổi chiều,Thấp,CD41
KH2741,SP004,21/1/2022,130,Giảm,191,Thấp,Khu vực A,Buổi tối,Thấp,CD28
KH2742,SP002,9/1/2022,69,Giảm,225,Thấp,Khu vực C,Buổi sáng,Cao,CD41
KH2743,SP005,18/1/2022,258,Tăng,233,Cao,Khu vực C,Buổi sáng,Cao,CD36
KH2744,SP005,13/1/2022,252,Tăng,86,Cao,Khu vực C,Buổi sáng,Cao,CD17
KH2745,SP004,11/1/2022,190,Giảm,239,Trung bình,Khu vực B,Buổi tối,Cao,CD17
KH2746,SP004,26/1/2022,279,Tăng,54,Trung bình,Khu vực B,Buổi chiều,Thấp,CD34
KH2747,SP005,16/1/2022,88,Giảm,64,Trung bình,Khu vực B,Buổi chiều,Cao,CD39
KH2748,SP002,27/1/2022,106,Giảm,147,Trung bình,Khu vực A,Buổi sáng,Thấp,CD23
KH2749,SP002,11/1/2022,232,Tăng,220,Cao,Khu vực A,Buổi sáng,Cao,CD23
KH2750,SP001,11/1/2022,465,Tăng,258,Trung bình,Khu vực C,Buổi chiều,Thấp,CD34
KH2751,SP004,31/1/2022,494,Tăng,167,Trung bình,Khu vực A,Buổi sáng,Thấp,CD41
KH2752,SP004,3/1/2022,452,Tăng,261,Thấp,Khu vực B,Buổi chiều,Thấp,CD20
KH2753,SP001,31/1/2022,274,Tăng,171,Cao,Khu vực A,Buổi chiều,Thấp,CD9
KH2754,SP003,25/1/2022,95,Giảm,266,Cao,Khu vực B,Buổi tối,Cao,CD34
KH2755,SP002,13/1/2022,347,Tăng,247,Trung bình,Khu vực A,Buổi sáng,Thấp,CD43
KH2756,SP003,14/1/2022,209,Tăng,128,Thấp,Khu vực A,Buổi sáng,Cao,CD23
KH2757,SP004,31/1/2022,328,Tăng,250,Trung bình,Khu vực C,Buổi chiều,Cao,CD10
KH2758,SP001,15/1/2022,324,Tăng,247,Trung bình,Khu vực A,Buổi sáng,Thấp,CD31
KH2759,SP001,29/1/2022,419,Tăng,293,Trung bình,Khu vực B,Buổi tối,Cao,CD26
KH2760,SP003,3/1/2022,132,Giảm,260,Thấp,Khu vực B,Buổi chiều,Thấp,CD45
KH2761,SP003,23/1/2022,397,Tăng,75,Cao,Khu vực A,Buổi sáng,Cao,CD20
KH2762,SP005,28/1/2022,383,Tăng,74,Thấp,Khu vực A,Buổi tối,Thấp,CD39
KH2763,SP002,25/1/2022,278,Tăng,267,Thấp,Khu vực A,Buổi tối,Cao,CD11
KH2764,SP001,31/1/2022,101,Giảm,80,Trung bình,Khu vực C,Buổi chiều,Cao,CD36
KH2765,SP002,21/1/2022,245,Tăng,268,Trung bình,Khu vực C,Buổi sáng,Cao,CD16
KH2766,SP004,21/1/2022,451,Tăng,81,Trung bình,Khu vực A,Buổi chiều,Thấp,CD46
KH2767,SP004,14/1/2022,90,Giảm,46,Thấp,Khu vực B,Buổi sáng,Cao,CD48
KH2768,SP002,24/1/2022,62,Giảm,201,Trung bình,Khu vực A,Buổi chiều,Cao,CD33
KH2769,SP003,1/1/2022,74,Giảm,123,Trung bình,Khu vực B,Buổi tối,Thấp,CD36
KH2770,SP002,7/1/2022,399,Tăng,280,Thấp,Khu vực C,Buổi chiều,Cao,CD9
KH2771,SP005,17/1/2022,326,Tăng,210,Cao,Khu vực C,Buổi sáng,Cao,CD48
KH2772,SP005,24/1/2022,389,Tăng,123,Trung bình,Khu vực A,Buổi chiều,Cao,CD35
KH2773,SP001,8/1/2022,400,Tăng,41,Thấp,Khu vực B,Buổi sáng,Cao,CD50
KH2774,SP002,11/1/2022,151,Giảm,61,Thấp,Khu vực C,Buổi sáng,Thấp,CD12
KH2775,SP004,21/1/2022,115,Giảm,84,Thấp,Khu vực C,Buổi tối,Thấp,CD19
KH2776,SP002,13/1/2022,382,Tăng,151,Thấp,Khu vực B,Buổi sáng,Cao,CD1
KH2777,SP005,14/1/2022,343,Tăng,199,Trung bình,Khu vực B,Buổi chiều,Cao,CD38
KH2778,SP005,23/1/2022,101,Giảm,279,Cao,Khu vực B,Buổi tối,Thấp,CD15
KH2779,SP001,5/1/2022,488,Tăng,63,Cao,Khu vực B,Buổi sáng,Cao,CD41
KH2780,SP003,23/1/2022,359,Tăng,217,Trung bình,Khu vực C,Buổi tối,Cao,CD28
KH2781,SP002,29/1/2022,191,Giảm,56,Cao,Khu vực A,Buổi sáng,Thấp,CD13
KH2782,SP002,9/1/2022,156,Giảm,154,Cao,Khu vực A,Buổi sáng,Cao,CD48
KH2783,SP003,14/1/2022,103,Giảm,60,Trung bình,Khu vực A,Buổi tối,Thấp,CD1
KH2784,SP004,31/1/2022,302,Tăng,55,Thấp,Khu vực C,Buổi sáng,Thấp,CD31
KH2785,SP005,11/1/2022,273,Tăng,136,Cao,Khu vực B,Buổi chiều,Thấp,CD12
KH2786,SP005,3/1/2022,233,Tăng,205,Cao,Khu vực A,Buổi tối,Thấp,CD14
KH2787,SP001,17/1/2022,85,Giảm,136,Cao,Khu vực C,Buổi tối,Cao,CD47
KH2788,SP001,1/1/2022,124,Giảm,204,Cao,Khu vực B,Buổi tối,Thấp,CD36
KH2789,SP002,17/1/2022,246,Tăng,109,Thấp,Khu vực A,Buổi tối,Thấp,CD31
KH2790,SP001,26/1/2022,500,Tăng,122,Cao,Khu vực B,Buổi sáng,Thấp,CD33
KH2791,SP003,1/1/2022,112,Giảm,125,Trung bình,Khu vực A,Buổi tối,Cao,CD10
KH2792,SP003,27/1/2022,362,Tăng,139,Trung bình,Khu vực B,Buổi tối,Thấp,CD28
KH2793,SP004,25/1/2022,221,Tăng,145,Trung bình,Khu vực B,Buổi tối,Cao,CD38
KH2794,SP001,1/1/2022,57,Giảm,225,Cao,Khu vực A,Buổi sáng,Cao,CD41
KH2795,SP004,29/1/2022,124,Giảm,257,Thấp,Khu vực B,Buổi chiều,Thấp,CD45
KH2796,SP005,24/1/2022,193,Giảm,168,Trung bình,Khu vực A,Buổi sáng,Cao,CD45
KH2797,SP003,4/1/2022,398,Tăng,157,Trung bình,Khu vực A,Buổi chiều,Thấp,CD47
KH2798,SP003,26/1/2022,173,Giảm,156,Trung bình,Khu vực A,Buổi tối,Cao,CD42
KH2799,SP002,3/1/2022,213,Tăng,70,Thấp,Khu vực B,Buổi tối,Cao,CD20
KH2800,SP005,31/1/2022,444,Tăng,152,Thấp,Khu vực A,Buổi tối,Thấp,CD15
KH2801,SP003,4/1/2022,93,Giảm,40,Cao,Khu vực C,Buổi sáng,Cao,CD1
KH2802,SP005,27/1/2022,381,Tăng,275,Thấp,Khu vực A,Buổi chiều,Cao,CD45
KH2803,SP002,15/1/2022,299,Tăng,104,Thấp,Khu vực A,Buổi sáng,Cao,CD33
KH2804,SP005,26/1/2022,144,Giảm,62,Cao,Khu vực C,Buổi sáng,Thấp,CD36
KH2805,SP002,14/1/2022,290,Tăng,50,Trung bình,Khu vực B,Buổi sáng,Cao,CD36
KH2806,SP004,8/1/2022,315,Tăng,200,Trung bình,Khu vực B,Buổi sáng,Thấp,CD25
KH2807,SP005,8/1/2022,145,Giảm,145,Trung bình,Khu vực A,Buổi tối,Cao,CD25
KH2808,SP005,6/1/2022,169,Giảm,43,Trung bình,Khu vực C,Buổi tối,Thấp,CD25
KH2809,SP004,26/1/2022,281,Tăng,68,Thấp,Khu vực A,Buổi chiều,Thấp,CD46
KH2810,SP001,3/1/2022,434,Tăng,38,Cao,Khu vực B,Buổi chiều,Cao,CD9
KH2811,SP002,1/1/2022,234,Tăng,96,Trung bình,Khu vực B,Buổi chiều,Cao,CD32
KH2812,SP002,21/1/2022,469,Tăng,292,Cao,Khu vực C,Buổi chiều,Thấp,CD42
KH2813,SP004,21/1/2022,72,Giảm,171,Trung bình,Khu vực B,Buổi chiều,Thấp,CD8
KH2814,SP005,1/1/2022,396,Tăng,104,Thấp,Khu vực A,Buổi chiều,Thấp,CD46
KH2815,SP002,14/1/2022,136,Giảm,275,Cao,Khu vực B,Buổi chiều,Thấp,CD37
KH2816,SP002,26/1/2022,491,Tăng,96,Trung bình,Khu vực C,Buổi sáng,Cao,CD21
KH2817,SP002,1/1/2022,201,Tăng,237,Thấp,Khu vực A,Buổi chiều,Thấp,CD41
KH2818,SP004,23/1/2022,499,Tăng,233,Thấp,Khu vực C,Buổi sáng,Cao,CD24
KH2819,SP002,21/1/2022,497,Tăng,298,Trung bình,Khu vực B,Buổi chiều,Thấp,CD25
KH2820,SP001,21/1/2022,328,Tăng,168,Thấp,Khu vực B,Buổi chiều,Thấp,CD12
KH2821,SP003,29/1/2022,316,Tăng,229,Cao,Khu vực A,Buổi sáng,Thấp,CD25
KH2822,SP002,5/1/2022,349,Tăng,237,Cao,Khu vực C,Buổi tối,Cao,CD5
KH2823,SP005,11/1/2022,105,Giảm,152,Trung bình,Khu vực B,Buổi sáng,Cao,CD24
KH2824,SP001,1/1/2022,158,Giảm,49,Cao,Khu vực B,Buổi chiều,Thấp,CD19
KH2825,SP005,31/1/2022,203,Tăng,223,Thấp,Khu vực A,Buổi sáng,Cao,CD10
KH2826,SP005,24/1/2022,96,Giảm,252,Thấp,Khu vực A,Buổi sáng,Thấp,CD43
KH2827,SP004,29/1/2022,293,Tăng,58,Thấp,Khu vực B,Buổi sáng,Thấp,CD15
KH2828,SP004,29/1/2022,426,Tăng,144,Thấp,Khu vực B,Buổi tối,Cao,CD13
KH2829,SP002,11/1/2022,247,Tăng,163,Cao,Khu vực C,Buổi sáng,Thấp,CD43
KH2830,SP004,7/1/2022,99,Giảm,217,Thấp,Khu vực C,Buổi tối,Cao,CD28
KH2831,SP003,5/1/2022,448,Tăng,261,Trung bình,Khu vực B,Buổi sáng,Cao,CD50
KH2832,SP003,15/1/2022,315,Tăng,183,Thấp,Khu vực C,Buổi sáng,Thấp,CD28
KH2833,SP003,11/1/2022,117,Giảm,239,Cao,Khu vực B,Buổi sáng,Thấp,CD28
KH2834,SP003,31/1/2022,299,Tăng,277,Trung bình,Khu vực B,Buổi tối,Cao,CD1
KH2835,SP004,19/1/2022,178,Giảm,129,Thấp,Khu vực C,Buổi tối,Cao,CD38
KH2836,SP003,21/1/2022,291,Tăng,225,Trung bình,Khu vực A,Buổi tối,Cao,CD18
KH2837,SP003,25/1/2022,267,Tăng,79,Cao,Khu vực A,Buổi tối,Cao,CD49
KH2838,SP002,21/1/2022,284,Tăng,285,Cao,Khu vực C,Buổi chiều,Cao,CD29
KH2839,SP003,11/1/2022,82,Giảm,77,Thấp,Khu vực C,Buổi sáng,Thấp,CD8
KH2840,SP003,1/1/2022,427,Tăng,82,Trung bình,Khu vực B,Buổi tối,Cao,CD30
KH2841,SP001,9/1/2022,455,Tăng,53,Thấp,Khu vực C,Buổi sáng,Cao,CD35
KH2842,SP002,8/1/2022,52,Giảm,263,Thấp,Khu vực C,Buổi tối,Cao,CD38
KH2843,SP004,8/1/2022,140,Giảm,91,Cao,Khu vực B,Buổi sáng,Cao,CD21
KH2844,SP002,11/1/2022,250,Tăng,219,Trung bình,Khu vực C,Buổi tối,Thấp,CD44
KH2845,SP005,11/1/2022,193,Giảm,126,Trung bình,Khu vực A,Buổi sáng,Cao,CD31
KH2846,SP005,16/1/2022,295,Tăng,182,Cao,Khu vực A,Buổi tối,Cao,CD28
KH2847,SP004,31/1/2022,123,Giảm,99,Trung bình,Khu vực C,Buổi tối,Thấp,CD48
KH2848,SP005,6/1/2022,442,Tăng,210,Thấp,Khu vực B,Buổi chiều,Cao,CD30
KH2849,SP004,31/1/2022,370,Tăng,131,Cao,Khu vực C,Buổi tối,Cao,CD49
KH2850,SP004,11/1/2022,333,Tăng,42,Thấp,Khu vực B,Buổi chiều,Thấp,CD19
KH2851,SP004,31/1/2022,195,Giảm,243,Thấp,Khu vực B,Buổi tối,Thấp,CD10
KH2852,SP005,31/1/2022,73,Giảm,76,Thấp,Khu vực C,Buổi sáng,Cao,CD5
KH2853,SP001,1/1/2022,57,Giảm,105,Thấp,Khu vực B,Buổi chiều,Cao,CD14
KH2854,SP003,24/1/2022,258,Tăng,113,Thấp,Khu vực A,Buổi sáng,Cao,CD7
KH2855,SP004,6/1/2022,126,Giảm,96,Cao,Khu vực C,Buổi chiều,Cao,CD44
KH2856,SP005,6/1/2022,265,Tăng,188,Cao,Khu vực C,Buổi tối,Thấp,CD37
KH2857,SP004,11/1/2022,253,Tăng,266,Trung bình,Khu vực A,Buổi chiều,Cao,CD21
KH2858,SP002,31/1/2022,161,Giảm,136,Trung bình,Khu vực A,Buổi chiều,Thấp,CD2
KH2859,SP001,25/1/2022,119,Giảm,290,Cao,Khu vực C,Buổi tối,Cao,CD8
KH2860,SP005,1/1/2022,156,Giảm,254,Trung bình,Khu vực C,Buổi chiều,Cao,CD7
KH2861,SP005,7/1/2022,158,Giảm,207,Thấp,Khu vực B,Buổi chiều,Thấp,CD46
KH2862,SP003,3/1/2022,456,Tăng,221,Thấp,Khu vực B,Buổi tối,Cao,CD26
KH2863,SP005,1/1/2022,408,Tăng,163,Trung bình,Khu vực A,Buổi sáng,Thấp,CD9
KH2864,SP005,24/1/2022,280,Tăng,68,Trung bình,Khu vực C,Buổi tối,Cao,CD46
KH2865,SP003,14/1/2022,174,Giảm,55,Trung bình,Khu vực A,Buổi chiều,Cao,CD13
KH2866,SP002,31/1/2022,500,Tăng,46,Trung bình,Khu vực A,Buổi tối,Cao,CD28
KH2867,SP002,31/1/2022,97,Giảm,53,Trung bình,Khu vực C,Buổi tối,Thấp,CD38
KH2868,SP002,13/1/2022,491,Tăng,266,Trung bình,Khu vực B,Buổi tối,Cao,CD24
KH2869,SP003,6/1/2022,225,Tăng,109,Cao,Khu vực A,Buổi sáng,Thấp,CD23
KH2870,SP001,19/1/2022,291,Tăng,183,Cao,Khu vực A,Buổi sáng,Thấp,CD34
KH2871,SP004,11/1/2022,419,Tăng,54,Trung bình,Khu vực C,Buổi sáng,Cao,CD14
KH2872,SP001,21/1/2022,153,Giảm,279,Trung bình,Khu vực C,Buổi tối,Thấp,CD45
KH2873,SP004,31/1/2022,425,Tăng,205,Trung bình,Khu vực B,Buổi tối,Cao,CD11
KH2874,SP002,28/1/2022,465,Tăng,91,Thấp,Khu vực C,Buổi chiều,Cao,CD40
KH2875,SP003,1/1/2022,81,Giảm,280,Cao,Khu vực A,Buổi chiều,Thấp,CD14
KH2876,SP003,8/1/2022,359,Tăng,230,Trung bình,Khu vực C,Buổi sáng,Cao,CD24
KH2877,SP005,17/1/2022,480,Tăng,165,Cao,Khu vực B,Buổi chiều,Cao,CD40
KH2878,SP003,11/1/2022,298,Tăng,195,Thấp,Khu vực B,Buổi chiều,Thấp,CD18
KH2879,SP004,11/1/2022,391,Tăng,140,Thấp,Khu vực A,Buổi chiều,Thấp,CD44
KH2880,SP005,27/1/2022,499,Tăng,131,Trung bình,Khu vực C,Buổi sáng,Thấp,CD50
KH2881,SP003,21/1/2022,96,Giảm,158,Thấp,Khu vực C,Buổi chiều,Thấp,CD17
KH2882,SP002,9/1/2022,248,Tăng,232,Cao,Khu vực B,Buổi sáng,Thấp,CD41
KH2883,SP001,25/1/2022,450,Tăng,74,Trung bình,Khu vực C,Buổi chiều,Cao,CD38
KH2884,SP004,24/1/2022,91,Giảm,151,Trung bình,Khu vực B,Buổi chiều,Thấp,CD26
KH2885,SP002,11/1/2022,308,Tăng,148,Trung bình,Khu vực B,Buổi tối,Cao,CD29
KH2886,SP002,27/1/2022,110,Giảm,34,Trung bình,Khu vực C,Buổi chiều,Cao,CD45
KH2887,SP003,31/1/2022,384,Tăng,94,Trung bình,Khu vực C,Buổi chiều,Thấp,CD9
KH2888,SP004,23/1/2022,76,Giảm,105,Trung bình,Khu vực C,Buổi sáng,Cao,CD38
KH2889,SP005,7/1/2022,414,Tăng,216,Thấp,Khu vực A,Buổi chiều,Cao,CD28
KH2890,SP005,14/1/2022,239,Tăng,212,Thấp,Khu vực A,Buổi chiều,Cao,CD36
KH2891,SP004,11/1/2022,226,Tăng,122,Thấp,Khu vực C,Buổi sáng,Thấp,CD48
KH2892,SP004,5/1/2022,347,Tăng,278,Thấp,Khu vực C,Buổi sáng,Cao,CD27
KH2893,SP005,15/1/2022,492,Tăng,225,Thấp,Khu vực B,Buổi sáng,Thấp,CD37
KH2894,SP003,11/1/2022,301,Tăng,50,Trung bình,Khu vực B,Buổi chiều,Thấp,CD14
KH2895,SP005,24/1/2022,157,Giảm,105,Trung bình,Khu vực A,Buổi sáng,Cao,CD28
KH2896,SP002,26/1/2022,264,Tăng,73,Trung bình,Khu vực B,Buổi chiều,Cao,CD8
KH2897,SP001,4/1/2022,252,Tăng,256,Trung bình,Khu vực B,Buổi tối,Cao,CD34
KH2898,SP005,7/1/2022,336,Tăng,133,Thấp,Khu vực A,Buổi chiều,Cao,CD7
KH2899,SP005,31/1/2022,435,Tăng,107,Thấp,Khu vực B,Buổi chiều,Cao,CD8
KH2900,SP003,23/1/2022,238,Tăng,136,Cao,Khu vực C,Buổi chiều,Thấp,CD17
KH2901,SP003,6/1/2022,445,Tăng,204,Cao,Khu vực C,Buổi sáng,Cao,CD41
KH2902,SP003,4/1/2022,413,Tăng,177,Thấp,Khu vực C,Buổi sáng,Cao,CD30
KH2903,SP003,7/1/2022,209,Tăng,98,Cao,Khu vực C,Buổi sáng,Cao,CD46
KH2904,SP004,19/1/2022,239,Tăng,153,Thấp,Khu vực C,Buổi chiều,Thấp,CD11
KH2905,SP003,28/1/2022,498,Tăng,215,Cao,Khu vực B,Buổi chiều,Cao,CD30
KH2906,SP002,5/1/2022,79,Giảm,165,Thấp,Khu vực B,Buổi sáng,Cao,CD23
KH2907,SP001,17/1/2022,480,Tăng,291,Trung bình,Khu vực B,Buổi tối,Thấp,CD45
KH2908,SP001,29/1/2022,52,Giảm,53,Trung bình,Khu vực A,Buổi chiều,Cao,CD34
KH2909,SP004,1/1/2022,198,Giảm,261,Cao,Khu vực C,Buổi tối,Cao,CD18
KH2910,SP005,21/1/2022,320,Tăng,95,Cao,Khu vực A,Buổi tối,Thấp,CD28
KH2911,SP003,9/1/2022,396,Tăng,140,Thấp,Khu vực C,Buổi tối,Thấp,CD42
